#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
GATM	GNMT	9606.ENSP00000379895	9606.ENSP00000361894	0	0	0	0	0	0	0.900	0.399	0.937
GATM	GLDC	9606.ENSP00000379895	9606.ENSP00000370737	0	0	0	0	0.062	0	0.900	0.265	0.925
GATM	YWHAZ	9606.ENSP00000379895	9606.ENSP00000379287	0	0	0	0	0.050	0	0	0.491	0.496
GATM	TOP2B	9606.ENSP00000379895	9606.ENSP00000396704	0.050	0	0	0	0	0	0	0.497	0.501
GATM	GRIK1	9606.ENSP00000379895	9606.ENSP00000382791	0	0	0	0	0.060	0	0	0.608	0.615
GATM	SDSL	9606.ENSP00000379895	9606.ENSP00000385790	0	0	0	0	0	0	0	0.643	0.643
GATM	NOS1	9606.ENSP00000379895	9606.ENSP00000477999	0	0	0	0	0.052	0	0.900	0.243	0.922
GBA	GLA	9606.ENSP00000314508	9606.ENSP00000218516	0	0	0	0	0.084	0	0	0.635	0.651
GBA	SMPD3	9606.ENSP00000314508	9606.ENSP00000219334	0	0	0	0	0	0	0.650	0.217	0.714
GBA	GCDH	9606.ENSP00000314508	9606.ENSP00000222214	0	0	0	0	0	0	0	0.467	0.467
GBA	NAGLU	9606.ENSP00000314508	9606.ENSP00000225927	0	0	0	0	0.104	0	0	0.513	0.545
GBA	GUCY2C	9606.ENSP00000314508	9606.ENSP00000261170	0	0	0	0	0	0	0	0.504	0.504
GBA	SI	9606.ENSP00000314508	9606.ENSP00000264382	0.041	0	0	0	0.064	0	0	0.427	0.440
GBA	KLKB1	9606.ENSP00000314508	9606.ENSP00000264690	0	0	0	0	0	0	0	0.721	0.721
GBA	MCCC1	9606.ENSP00000314508	9606.ENSP00000265594	0	0	0	0	0	0	0	0.590	0.590
GBA	TP53	9606.ENSP00000314508	9606.ENSP00000269305	0	0	0	0	0	0	0.300	0.438	0.589
GBA	SLC6A3	9606.ENSP00000314508	9606.ENSP00000270349	0	0	0	0	0	0	0	0.402	0.402
GBA	TGM4	9606.ENSP00000314508	9606.ENSP00000296125	0	0	0	0	0	0	0	0.645	0.645
GBA	GUSB	9606.ENSP00000314508	9606.ENSP00000302728	0.155	0	0.202	0	0.065	0	0	0.395	0.567
GBA	HSP90AA1	9606.ENSP00000314508	9606.ENSP00000335153	0	0	0	0	0	0.270	0	0.281	0.453
GBA	MGAM	9606.ENSP00000314508	9606.ENSP00000447378	0.041	0	0	0	0.064	0	0	0.454	0.467
GBA	NPPB	9606.ENSP00000314508	9606.ENSP00000365651	0	0	0	0	0	0	0	0.489	0.489
GBA	PLA2G6	9606.ENSP00000314508	9606.ENSP00000333142	0	0	0	0	0.052	0	0	0.558	0.563
GBA	NPR1	9606.ENSP00000314508	9606.ENSP00000357669	0	0	0	0	0	0	0	0.572	0.572
GBA	NPR2	9606.ENSP00000314508	9606.ENSP00000341083	0	0	0	0	0	0	0	0.576	0.576
GBA	PKLR	9606.ENSP00000314508	9606.ENSP00000339933	0	0	0	0	0	0	0	0.647	0.647
GBA	MAPT	9606.ENSP00000314508	9606.ENSP00000340820	0	0	0	0	0	0	0	0.662	0.662
GBA	SMPD4	9606.ENSP00000314508	9606.ENSP00000386531	0	0	0	0	0	0	0.650	0.206	0.710
GBA	PARK7	9606.ENSP00000314508	9606.ENSP00000418770	0	0	0	0	0.063	0	0	0.730	0.737
GBA	SMPD1	9606.ENSP00000314508	9606.ENSP00000340409	0	0	0	0	0.115	0	0.650	0.714	0.903
GBA	SNCA	9606.ENSP00000314508	9606.ENSP00000338345	0	0	0	0	0	0.496	0	0.897	0.946
GBA	UGCG	9606.ENSP00000314508	9606.ENSP00000363397	0	0	0	0	0	0	0.800	0.754	0.948
GBA	PSAP	9606.ENSP00000314508	9606.ENSP00000378394	0	0	0	0	0.087	0.453	0.800	0.625	0.957
GC	SERPIND1	9606.ENSP00000421725	9606.ENSP00000215727	0	0	0	0	0.370	0.078	0	0.213	0.502
GC	GSR	9606.ENSP00000421725	9606.ENSP00000221130	0	0	0	0	0	0	0	0.649	0.649
GC	VTN	9606.ENSP00000421725	9606.ENSP00000226218	0	0	0	0	0.271	0.106	0	0.369	0.553
GC	LTF	9606.ENSP00000421725	9606.ENSP00000231751	0	0	0	0	0.128	0	0	0.654	0.685
GC	PROC	9606.ENSP00000421725	9606.ENSP00000234071	0	0	0	0	0.658	0.073	0	0.047	0.671
GC	TTR	9606.ENSP00000421725	9606.ENSP00000237014	0	0	0	0	0.661	0.175	0	0.667	0.899
GC	ORM1	9606.ENSP00000421725	9606.ENSP00000259396	0	0	0	0	0.498	0.068	0	0.511	0.751
GC	LRP2	9606.ENSP00000421725	9606.ENSP00000263816	0	0	0	0	0	0.270	0.900	0.986	0.998
GC	PPAT	9606.ENSP00000421725	9606.ENSP00000264220	0	0	0	0	0	0	0	0.440	0.440
GC	KLKB1	9606.ENSP00000421725	9606.ENSP00000264690	0	0	0	0	0.511	0.073	0	0.184	0.598
GC	KNG1	9606.ENSP00000421725	9606.ENSP00000265023	0	0	0	0	0.227	0.072	0	0.494	0.606
GC	REN	9606.ENSP00000421725	9606.ENSP00000272190	0	0	0	0	0.073	0	0	0.452	0.470
GC	PTH	9606.ENSP00000421725	9606.ENSP00000282091	0	0	0	0	0	0	0	0.804	0.804
GC	PLG	9606.ENSP00000421725	9606.ENSP00000308938	0	0	0	0	0.372	0.073	0	0.341	0.583
GC	LPA	9606.ENSP00000421725	9606.ENSP00000321334	0	0	0	0	0.392	0.073	0	0.369	0.613
GC	HBA1	9606.ENSP00000421725	9606.ENSP00000322421	0	0	0	0	0.049	0	0	0.400	0.405
GC	SLC2A2	9606.ENSP00000421725	9606.ENSP00000323568	0	0	0	0	0.671	0	0	0	0.671
GC	NADSYN1	9606.ENSP00000421725	9606.ENSP00000326424	0	0	0	0	0.062	0	0	0.681	0.687
GC	SLC25A18	9606.ENSP00000421725	9606.ENSP00000329033	0	0	0	0	0	0	0	0.806	0.806
GC	SERPINA7	9606.ENSP00000421725	9606.ENSP00000329374	0	0	0	0	0.188	0.078	0	0.403	0.514
GC	HBB	9606.ENSP00000421725	9606.ENSP00000333994	0	0	0	0	0	0	0	0.466	0.466
GC	SERPINA6	9606.ENSP00000421725	9606.ENSP00000342850	0	0	0	0	0.196	0.078	0	0.283	0.422
GC	PROZ	9606.ENSP00000421725	9606.ENSP00000344458	0	0	0	0	0.650	0.073	0	0.158	0.703
GC	TAT	9606.ENSP00000421725	9606.ENSP00000348234	0	0	0	0	0.647	0	0	0.235	0.718
GC	SERPINC1	9606.ENSP00000421725	9606.ENSP00000356671	0	0	0	0	0.821	0.078	0	0.473	0.905
GC	RBP4	9606.ENSP00000421725	9606.ENSP00000360522	0	0	0	0	0.521	0.174	0	0.520	0.793
GC	SHBG	9606.ENSP00000421725	9606.ENSP00000369816	0	0	0	0	0.089	0	0	0.403	0.432
GC	INS	9606.ENSP00000421725	9606.ENSP00000380432	0	0	0	0	0.065	0	0	0.471	0.484
GC	TF	9606.ENSP00000421725	9606.ENSP00000385834	0	0	0	0	0.128	0	0	0.619	0.654
GC	SERPINA1	9606.ENSP00000421725	9606.ENSP00000416066	0	0	0	0	0.210	0.078	0	0.683	0.749
GC	RXRA	9606.ENSP00000421725	9606.ENSP00000419692	0	0	0	0	0.063	0.058	0	0.522	0.542
GC	TSHR	9606.ENSP00000421725	9606.ENSP00000441235	0	0	0	0	0	0	0	0.414	0.414
GC	NR1H4	9606.ENSP00000421725	9606.ENSP00000447149	0	0	0	0	0.669	0.058	0	0.107	0.697
GC	PAH	9606.ENSP00000421725	9606.ENSP00000448059	0	0	0	0	0.751	0	0	0.054	0.755
GC	VDR	9606.ENSP00000421725	9606.ENSP00000447173	0	0	0	0	0.063	0.058	0	0.975	0.976
GCAT	GSS	9606.ENSP00000371110	9606.ENSP00000216951	0	0	0	0	0.062	0	0	0.408	0.420
GCAT	GCDH	9606.ENSP00000371110	9606.ENSP00000222214	0	0	0	0	0.099	0	0	0.600	0.624
GCAT	QDPR	9606.ENSP00000371110	9606.ENSP00000281243	0.042	0	0	0	0.064	0.789	0	0.172	0.822
GCAT	PFAS	9606.ENSP00000371110	9606.ENSP00000313490	0.044	0	0	0	0.062	0	0	0.488	0.501
GCAT	MSRA	9606.ENSP00000371110	9606.ENSP00000313921	0	0	0	0	0.056	0.730	0	0.041	0.734
GCAT	SHMT1	9606.ENSP00000371110	9606.ENSP00000318868	0.075	0	0	0	0.062	0	0	0.501	0.529
GCAT	GCSH	9606.ENSP00000371110	9606.ENSP00000319531	0	0	0	0	0.089	0	0	0.635	0.653
GCAT	SLC25A20	9606.ENSP00000371110	9606.ENSP00000326305	0	0	0	0	0	0	0	0.548	0.548
GCAT	SHMT2	9606.ENSP00000371110	9606.ENSP00000333667	0.075	0	0	0	0.089	0	0	0.635	0.665
GCAT	MCCC2	9606.ENSP00000371110	9606.ENSP00000343657	0.052	0	0	0	0.062	0	0	0.382	0.402
GCAT	PHGDH	9606.ENSP00000371110	9606.ENSP00000358417	0.052	0	0	0	0.082	0.758	0	0.344	0.843
GCAT	PSAT1	9606.ENSP00000371110	9606.ENSP00000365773	0	0	0	0	0.065	0	0	0.439	0.453
GCAT	GLDC	9606.ENSP00000371110	9606.ENSP00000370737	0	0	0	0	0.081	0	0	0.791	0.800
GCAT	KCNK2	9606.ENSP00000371110	9606.ENSP00000394033	0	0	0	0	0.049	0	0	0.454	0.459
GCAT	TSTA3	9606.ENSP00000371110	9606.ENSP00000398803	0.058	0	0	0	0.083	0	0	0.524	0.553
GCAT	SDSL	9606.ENSP00000371110	9606.ENSP00000385790	0	0	0	0	0.063	0.462	0	0.591	0.775
GCDH	PIK3CD	9606.ENSP00000222214	9606.ENSP00000366563	0	0	0	0	0	0.057	0	0.390	0.400
GCDH	MARS2	9606.ENSP00000222214	9606.ENSP00000282276	0	0	0	0	0	0.407	0	0	0.407
GCDH	PCCB	9606.ENSP00000222214	9606.ENSP00000419027	0.071	0	0	0	0.141	0	0	0.348	0.434
GCDH	HSD17B4	9606.ENSP00000222214	9606.ENSP00000420914	0.071	0	0	0	0.185	0.146	0	0.228	0.434
GCDH	HIBADH	9606.ENSP00000222214	9606.ENSP00000265395	0.053	0	0	0	0.103	0.139	0	0.333	0.447
GCDH	PCCA	9606.ENSP00000222214	9606.ENSP00000365462	0.071	0	0	0	0.164	0.067	0	0.328	0.448
GCDH	IVD	9606.ENSP00000222214	9606.ENSP00000418397	0	0	0.403	0.723	0.212	0	0	0.816	0.452
GCDH	SDHA	9606.ENSP00000222214	9606.ENSP00000264932	0.068	0	0	0	0.118	0.158	0	0.336	0.479
GCDH	MCCC1	9606.ENSP00000222214	9606.ENSP00000265594	0.071	0	0	0	0.187	0.067	0	0.371	0.497
GCDH	GUCY2C	9606.ENSP00000222214	9606.ENSP00000261170	0	0	0	0	0	0	0	0.518	0.518
GCDH	HADH	9606.ENSP00000222214	9606.ENSP00000474560	0.071	0.020	0	0	0.162	0.142	0	0.471	0.599
GCDH	HMGCL	9606.ENSP00000222214	9606.ENSP00000363614	0.050	0	0	0	0.065	0	0	0.589	0.603
GCDH	MCCC2	9606.ENSP00000222214	9606.ENSP00000343657	0.071	0.001	0.255	0	0.113	0	0	0.440	0.610
GCDH	NPR1	9606.ENSP00000222214	9606.ENSP00000357669	0	0	0	0	0	0	0	0.640	0.640
GCDH	HADHA	9606.ENSP00000222214	9606.ENSP00000370023	0.049	0	0	0	0.135	0.171	0.900	0.445	0.955
GCGR	GCK	9606.ENSP00000383558	9606.ENSP00000223366	0	0	0	0	0.066	0	0	0.412	0.427
GCGR	NR3C1	9606.ENSP00000383558	9606.ENSP00000231509	0	0	0	0	0	0	0	0.465	0.465
GCGR	RAMP3	9606.ENSP00000383558	9606.ENSP00000242249	0	0	0	0	0	0	0	0.441	0.441
GCGR	RAMP2	9606.ENSP00000383558	9606.ENSP00000253796	0	0	0	0	0.062	0.056	0	0.959	0.961
GCGR	RAMP1	9606.ENSP00000383558	9606.ENSP00000254661	0	0	0	0	0	0.056	0	0.426	0.434
GCGR	PCSK2	9606.ENSP00000383558	9606.ENSP00000262545	0	0	0	0	0.062	0	0	0.526	0.537
GCGR	GPR119	9606.ENSP00000383558	9606.ENSP00000276218	0	0	0	0	0	0	0	0.419	0.418
GCGR	PTH	9606.ENSP00000383558	9606.ENSP00000282091	0	0	0	0	0	0	0	0.415	0.415
GCGR	SST	9606.ENSP00000383558	9606.ENSP00000287641	0	0	0	0	0.049	0	0	0.543	0.547
GCGR	PCK1	9606.ENSP00000383558	9606.ENSP00000319814	0	0	0	0	0.074	0	0	0.484	0.502
GCGR	SLC2A2	9606.ENSP00000383558	9606.ENSP00000323568	0	0	0	0	0.149	0	0	0.417	0.483
GCGR	GNG2	9606.ENSP00000383558	9606.ENSP00000334448	0	0	0	0	0	0.830	0	0	0.830
GCGR	HSP90AA1	9606.ENSP00000383558	9606.ENSP00000335153	0	0	0	0	0	0.161	0	0.389	0.466
GCGR	INS	9606.ENSP00000383558	9606.ENSP00000380432	0	0	0	0	0.065	0	0	0.747	0.754
GCGR	LDLR	9606.ENSP00000383558	9606.ENSP00000454071	0	0	0	0	0	0	0	0.465	0.465
GCH1	MTHFD1	9606.ENSP00000419045	9606.ENSP00000216605	0.219	0	0	0	0	0	0	0.278	0.412
GCH1	SPR	9606.ENSP00000419045	9606.ENSP00000234454	0.057	0	0	0	0	0.175	0	0.915	0.928
GCH1	TPH1	9606.ENSP00000419045	9606.ENSP00000250018	0	0	0	0	0.066	0.246	0	0.578	0.677
GCH1	GUCY2C	9606.ENSP00000419045	9606.ENSP00000261170	0	0	0	0	0.062	0	0.800	0.043	0.804
GCH1	PPAT	9606.ENSP00000419045	9606.ENSP00000264220	0.152	0	0	0	0.147	0	0	0.374	0.507
GCH1	SLC6A3	9606.ENSP00000419045	9606.ENSP00000270349	0	0	0	0	0	0	0	0.516	0.516
GCH1	QDPR	9606.ENSP00000419045	9606.ENSP00000281243	0.057	0	0	0	0.062	0.175	0	0.741	0.786
GCH1	NOS3	9606.ENSP00000419045	9606.ENSP00000297494	0	0	0	0	0.065	0	0	0.714	0.721
GCH1	SLC18A2	9606.ENSP00000419045	9606.ENSP00000298472	0	0	0	0	0	0	0	0.486	0.486
GCH1	MSRA	9606.ENSP00000419045	9606.ENSP00000313921	0.276	0	0	0	0	0	0	0.239	0.426
GCH1	TYMS	9606.ENSP00000419045	9606.ENSP00000315644	0	0	0	0	0.104	0	0	0.564	0.593
GCH1	SHMT1	9606.ENSP00000419045	9606.ENSP00000318868	0.207	0	0	0	0.125	0	0	0.495	0.618
GCH1	TPH2	9606.ENSP00000419045	9606.ENSP00000329093	0	0	0	0	0.084	0.246	0	0.327	0.495
GCH1	SHMT2	9606.ENSP00000419045	9606.ENSP00000333667	0.207	0	0	0	0.125	0	0	0.495	0.618
GCH1	NME1	9606.ENSP00000419045	9606.ENSP00000337060	0.111	0	0	0	0.064	0.142	0.800	0.069	0.842
GCH1	PKLR	9606.ENSP00000419045	9606.ENSP00000339933	0.195	0	0	0	0.066	0	0.800	0.050	0.838
GCH1	NPR2	9606.ENSP00000419045	9606.ENSP00000341083	0	0	0	0	0.062	0	0.800	0.063	0.808
GCH1	NPR1	9606.ENSP00000419045	9606.ENSP00000357669	0	0	0	0	0.062	0	0.800	0.063	0.808
GCH1	MTHFR	9606.ENSP00000419045	9606.ENSP00000365777	0.175	0	0	0	0.083	0	0	0.578	0.653
GCH1	RFK	9606.ENSP00000419045	9606.ENSP00000365926	0.215	0	0	0	0	0	0	0.365	0.480
GCH1	XDH	9606.ENSP00000419045	9606.ENSP00000368727	0	0	0	0	0.063	0	0	0.667	0.675
GCH1	TH	9606.ENSP00000419045	9606.ENSP00000370571	0	0	0	0	0.065	0.386	0	0.800	0.875
GCH1	GLDC	9606.ENSP00000419045	9606.ENSP00000370737	0	0	0	0	0.049	0	0	0.445	0.450
GCH1	NME2	9606.ENSP00000419045	9606.ENSP00000376889	0.111	0	0	0	0.064	0.142	0.800	0.069	0.842
GCH1	MTHFD2	9606.ENSP00000419045	9606.ENSP00000377617	0.219	0	0	0	0.066	0	0	0.261	0.413
GCH1	HLCS	9606.ENSP00000419045	9606.ENSP00000382071	0.260	0	0	0	0	0	0	0.303	0.462
GCH1	SLC12A5	9606.ENSP00000419045	9606.ENSP00000387694	0.047	0	0	0	0	0	0	0.541	0.544
GCH1	NOS1	9606.ENSP00000419045	9606.ENSP00000477999	0	0	0	0	0.065	0	0	0.483	0.496
GCH1	PAH	9606.ENSP00000419045	9606.ENSP00000448059	0	0	0	0	0.081	0.246	0	0.652	0.738
GCK	PYGM	9606.ENSP00000223366	9606.ENSP00000164139	0	0	0	0	0.125	0.070	0	0.325	0.402
GCK	SIRT1	9606.ENSP00000223366	9606.ENSP00000212015	0	0	0	0	0	0.134	0	0.431	0.487
GCK	PYGL	9606.ENSP00000223366	9606.ENSP00000216392	0	0	0	0	0.125	0.070	0	0.470	0.531
GCK	NR3C1	9606.ENSP00000223366	9606.ENSP00000231509	0	0	0	0	0	0.061	0	0.393	0.406
GCK	LEPR	9606.ENSP00000223366	9606.ENSP00000330393	0	0	0	0	0	0	0	0.408	0.408
GCK	VDAC1	9606.ENSP00000223366	9606.ENSP00000265333	0	0	0	0	0.065	0.153	0	0.315	0.410
GCK	IGF1R	9606.ENSP00000223366	9606.ENSP00000268035	0	0	0	0	0	0	0	0.413	0.412
GCK	TP53	9606.ENSP00000223366	9606.ENSP00000269305	0	0	0	0	0	0	0	0.418	0.418
GCK	PRKAA1	9606.ENSP00000223366	9606.ENSP00000346148	0	0	0	0	0.062	0.244	0	0.257	0.427
GCK	GFPT2	9606.ENSP00000223366	9606.ENSP00000253778	0	0	0	0	0.062	0	0	0.415	0.428
GCK	TAS1R3	9606.ENSP00000223366	9606.ENSP00000344411	0	0	0	0	0	0	0	0.429	0.429
GCK	IGF1	9606.ENSP00000223366	9606.ENSP00000302665	0	0	0	0	0.082	0	0	0.420	0.444
GCK	SI	9606.ENSP00000223366	9606.ENSP00000264382	0	0	0	0	0.062	0	0	0.434	0.447
GCK	TAS1R2	9606.ENSP00000223366	9606.ENSP00000364520	0	0	0	0	0	0	0	0.458	0.457
GCK	LPL	9606.ENSP00000223366	9606.ENSP00000309757	0	0	0	0	0	0	0	0.460	0.460
GCK	MDH2	9606.ENSP00000223366	9606.ENSP00000327070	0	0	0	0	0.083	0	0	0.436	0.461
GCK	PCSK2	9606.ENSP00000223366	9606.ENSP00000262545	0	0	0	0	0.089	0	0	0.432	0.461
GCK	NPY	9606.ENSP00000223366	9606.ENSP00000384364	0	0	0	0	0.065	0	0	0.448	0.462
GCK	NDUFS1	9606.ENSP00000223366	9606.ENSP00000392709	0	0	0	0	0.107	0	0	0.423	0.463
GCK	POMC	9606.ENSP00000223366	9606.ENSP00000384092	0	0	0	0	0	0	0	0.465	0.465
GCK	GPT	9606.ENSP00000223366	9606.ENSP00000378408	0	0	0	0	0.064	0	0	0.454	0.467
GCK	GLUD1	9606.ENSP00000223366	9606.ENSP00000277865	0	0	0	0	0.066	0.164	0	0.387	0.480
GCK	INSR	9606.ENSP00000223366	9606.ENSP00000303830	0	0	0	0	0	0	0	0.481	0.481
GCK	SLC16A1	9606.ENSP00000223366	9606.ENSP00000441065	0	0	0	0	0	0	0	0.490	0.489
GCK	HADH	9606.ENSP00000223366	9606.ENSP00000474560	0	0	0	0	0	0	0	0.513	0.513
GCK	LDHA	9606.ENSP00000223366	9606.ENSP00000445175	0	0	0	0	0.064	0	0	0.501	0.513
GCK	MGAM	9606.ENSP00000223366	9606.ENSP00000447378	0	0	0	0	0.064	0	0	0.505	0.518
GCK	GLP1R	9606.ENSP00000223366	9606.ENSP00000362353	0	0	0	0	0.062	0	0	0.516	0.527
GCK	PCSK1	9606.ENSP00000223366	9606.ENSP00000308024	0	0	0	0	0.096	0	0	0.503	0.531
GCK	NAGK	9606.ENSP00000223366	9606.ENSP00000477639	0	0	0	0	0.063	0	0	0.522	0.534
GCK	NAGPA	9606.ENSP00000223366	9606.ENSP00000310998	0	0	0	0	0	0	0	0.556	0.556
GCK	PPARA	9606.ENSP00000223366	9606.ENSP00000385523	0	0	0	0	0.065	0.061	0	0.563	0.583
GCK	PFKFB1	9606.ENSP00000223366	9606.ENSP00000364145	0	0	0	0	0.065	0.297	0	0.435	0.597
GCK	IRS1	9606.ENSP00000223366	9606.ENSP00000304895	0	0	0	0	0	0	0	0.604	0.604
GCK	SST	9606.ENSP00000223366	9606.ENSP00000287641	0	0	0	0	0.076	0	0	0.594	0.609
GCK	IAPP	9606.ENSP00000223366	9606.ENSP00000240652	0	0	0	0	0	0	0	0.609	0.609
GCK	RHOA	9606.ENSP00000223366	9606.ENSP00000400175	0	0	0	0	0	0.619	0	0.042	0.619
GCK	PPARG	9606.ENSP00000223366	9606.ENSP00000287820	0	0	0	0	0	0.061	0	0.637	0.645
GCK	SLC2A1	9606.ENSP00000223366	9606.ENSP00000416293	0	0	0	0	0.063	0	0	0.641	0.649
GCK	PCCB	9606.ENSP00000223366	9606.ENSP00000419027	0	0	0	0	0	0	0	0.673	0.674
GCK	SLC2A4	9606.ENSP00000223366	9606.ENSP00000320935	0	0	0	0	0.063	0	0	0.677	0.685
GCK	PC	9606.ENSP00000223366	9606.ENSP00000377532	0	0	0	0	0.064	0	0	0.687	0.694
GCK	PCK1	9606.ENSP00000223366	9606.ENSP00000319814	0	0	0	0	0.064	0	0	0.688	0.696
GCK	PKLR	9606.ENSP00000223366	9606.ENSP00000339933	0	0	0	0	0.130	0.076	0	0.692	0.730
GCK	MTNR1B	9606.ENSP00000223366	9606.ENSP00000257068	0	0	0	0	0	0	0	0.764	0.764
GCK	KCNJ11	9606.ENSP00000223366	9606.ENSP00000345708	0	0	0	0	0.062	0	0	0.760	0.765
GCK	HK1	9606.ENSP00000223366	9606.ENSP00000402103	0	0	0.413	0.952	0	0	0.800	0.693	0.810
GCK	TKT	9606.ENSP00000223366	9606.ENSP00000391481	0	0	0	0	0.080	0	0.800	0.420	0.884
GCK	MAP3K1	9606.ENSP00000223366	9606.ENSP00000382423	0	0	0	0	0	0	0.900	0	0.900
GCK	HDAC2	9606.ENSP00000223366	9606.ENSP00000430432	0	0	0	0	0.082	0	0.900	0.054	0.905
GCK	HDAC1	9606.ENSP00000223366	9606.ENSP00000362649	0	0	0	0	0.082	0	0.900	0.073	0.907
GCK	H6PD	9606.ENSP00000223366	9606.ENSP00000473348	0	0	0	0	0.146	0	0.800	0.624	0.930
GCK	INS	9606.ENSP00000223366	9606.ENSP00000380432	0	0	0	0	0	0.213	0	0.920	0.934
GCK	SLC2A2	9606.ENSP00000223366	9606.ENSP00000323568	0	0	0	0	0.063	0	0	0.961	0.962
GCK	GPI	9606.ENSP00000223366	9606.ENSP00000405573	0	0	0	0	0.146	0	0.900	0.674	0.969
GCLC	GSTA3	9606.ENSP00000229416	9606.ENSP00000211122	0	0	0	0	0.052	0	0	0.510	0.516
GCLC	HMOX1	9606.ENSP00000229416	9606.ENSP00000216117	0	0	0	0	0	0.104	0	0.889	0.896
GCLC	GSTZ1	9606.ENSP00000229416	9606.ENSP00000216465	0	0	0	0	0.073	0.231	0	0.361	0.505
GCLC	GSS	9606.ENSP00000229416	9606.ENSP00000216951	0	0	0	0	0.108	0.348	0.900	0.847	0.989
GCLC	GSR	9606.ENSP00000229416	9606.ENSP00000221130	0	0	0	0	0.184	0	0	0.911	0.924
GCLC	TNF	9606.ENSP00000229416	9606.ENSP00000398698	0	0	0	0	0	0	0	0.405	0.405
GCLC	IL6	9606.ENSP00000229416	9606.ENSP00000385675	0	0	0	0	0	0	0	0.408	0.408
GCLC	GPT	9606.ENSP00000229416	9606.ENSP00000378408	0	0	0	0	0.062	0	0	0.396	0.410
GCLC	IL1B	9606.ENSP00000229416	9606.ENSP00000263341	0	0	0	0	0	0	0	0.413	0.412
GCLC	SAT1	9606.ENSP00000229416	9606.ENSP00000368572	0	0	0	0	0	0	0	0.413	0.412
GCLC	HSPA5	9606.ENSP00000229416	9606.ENSP00000324173	0	0	0	0	0.063	0	0	0.401	0.415
GCLC	MAT2A	9606.ENSP00000229416	9606.ENSP00000303147	0	0	0	0	0.062	0	0	0.404	0.417
GCLC	UGCG	9606.ENSP00000229416	9606.ENSP00000363397	0	0	0	0	0	0	0	0.426	0.426
GCLC	MGST1	9606.ENSP00000229416	9606.ENSP00000379512	0	0	0	0	0.062	0	0	0.414	0.427
GCLC	GSTM4	9606.ENSP00000229416	9606.ENSP00000358851	0	0	0	0	0	0	0	0.430	0.430
GCLC	PRDX5	9606.ENSP00000229416	9606.ENSP00000265462	0	0	0	0	0	0	0	0.431	0.431
GCLC	GSTO1	9606.ENSP00000229416	9606.ENSP00000358727	0	0	0	0	0	0	0	0.440	0.440
GCLC	MAT1A	9606.ENSP00000229416	9606.ENSP00000361287	0	0	0	0	0.054	0	0	0.438	0.445
GCLC	JUN	9606.ENSP00000229416	9606.ENSP00000360266	0	0	0	0	0	0	0	0.466	0.466
GCLC	ME1	9606.ENSP00000229416	9606.ENSP00000358719	0	0	0	0	0.063	0	0	0.460	0.472
GCLC	GPX6	9606.ENSP00000229416	9606.ENSP00000354581	0	0	0	0	0.062	0	0	0.480	0.491
GCLC	GPX5	9606.ENSP00000229416	9606.ENSP00000392398	0	0	0	0	0.062	0	0	0.493	0.504
GCLC	GSTM2	9606.ENSP00000229416	9606.ENSP00000241337	0	0	0	0	0	0	0	0.507	0.507
GCLC	PRDX2	9606.ENSP00000229416	9606.ENSP00000301522	0	0	0	0	0.053	0	0	0.510	0.516
GCLC	GSTM3	9606.ENSP00000229416	9606.ENSP00000256594	0	0	0	0	0	0	0	0.554	0.554
GCLC	GPX7	9606.ENSP00000229416	9606.ENSP00000354677	0	0	0	0	0.062	0	0	0.556	0.565
GCLC	NQO2	9606.ENSP00000229416	9606.ENSP00000369822	0	0	0	0	0.062	0	0	0.557	0.567
GCLC	GPX3	9606.ENSP00000229416	9606.ENSP00000373477	0	0	0	0	0.062	0	0	0.558	0.568
GCLC	GSTM1	9606.ENSP00000229416	9606.ENSP00000311469	0	0	0	0	0	0	0	0.605	0.605
GCLC	GSTA4	9606.ENSP00000229416	9606.ENSP00000360002	0	0	0	0	0.062	0	0	0.627	0.635
GCLC	GSTA2	9606.ENSP00000229416	9606.ENSP00000420168	0	0	0	0	0.052	0	0	0.635	0.639
GCLC	TXNRD2	9606.ENSP00000229416	9606.ENSP00000383365	0	0	0	0	0.112	0	0	0.616	0.645
GCLC	GSTA1	9606.ENSP00000229416	9606.ENSP00000335620	0	0	0	0	0.052	0	0	0.641	0.646
GCLC	GLRX	9606.ENSP00000229416	9606.ENSP00000369314	0	0	0	0	0.123	0	0	0.637	0.668
GCLC	HMOX2	9606.ENSP00000229416	9606.ENSP00000477572	0	0	0	0	0	0.104	0	0.645	0.668
GCLC	SLC7A11	9606.ENSP00000229416	9606.ENSP00000280612	0	0	0	0	0.062	0.056	0	0.685	0.697
GCLC	GLRX2	9606.ENSP00000229416	9606.ENSP00000356410	0	0	0	0	0.123	0	0	0.689	0.716
GCLC	GSTP1	9606.ENSP00000229416	9606.ENSP00000381607	0	0	0	0	0	0	0	0.732	0.732
GCLC	GPX2	9606.ENSP00000229416	9606.ENSP00000374265	0	0	0	0	0.062	0	0	0.733	0.738
GCLC	GPX1	9606.ENSP00000229416	9606.ENSP00000407375	0	0	0	0	0.062	0	0	0.765	0.770
GCLC	GPX4	9606.ENSP00000229416	9606.ENSP00000346103	0	0	0	0	0.062	0	0	0.780	0.785
